Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,voltage-gated potassium channel complex (GO:0008076),0.6347646894749048,2.4902292637590246,0.0,0.0,0.0,16/73,4.61%,KCNIP4;CNTNAP2;KCND2;KCNC2;KCNQ3;HCN1;DPP10;KCNIP1;KCNMA1;KCNA6;KCNQ5;DPP6;KCNA5;KCNJ3;KCNH4;KCNA2
prerank,potassium channel complex (GO:0034705),0.6070240737573559,2.398834998725697,0.0,0.0,0.0,16/80,4.61%,KCNIP4;CNTNAP2;KCND2;KCNC2;KCNQ3;GRIK2;DPP10;KCNIP1;KCNMA1;KCNA6;KCNQ5;DPP6;KCNA5;KCNJ3;KCNH4;KCNA2
prerank,ionotropic glutamate receptor complex (GO:0008328),0.7116289143411111,2.2702189697379667,0.0,0.0,0.0,17/32,13.89%,GRID2;GRIA3;GRIK2;GRIN2B;GRIA4;VWC2L;GRIN2A;VWC2;GRIA1;CACNG8;CACNG3;GRIA2;CACNG2;CACNG4;DLG4;CACNG5;GRIN3A
prerank,postsynaptic specialization membrane (GO:0099634),0.7354792881558839,2.1378471595650614,0.0,0.0002004705258623546,0.001,14/21,13.44%,GRM5;DLG2;GRIN2B;ATP2B2;GRIN2A;SYNDIG1;CACNG8;GRM1;NETO1;CACNG3;CACNG2;CACNG4;DLG4;CACNG5
prerank,neuron projection (GO:0043005),0.4261402619342582,2.1284348909119886,0.0,0.0006415056827595347,0.004,134/529,10.51%,CNTNAP2;KIRREL3;MAGI2;BRINP3;KCNC2;IL1RAPL1;TENM4;NLGN1;CTNNA2;NCAM2;L1CAM;RASGRF1;SYT1;PCLO;SYT5;DLG2;GLRA3;GABRG3;GRIP1;KLHL1;MAP7;CHRM2;ANK3;NCAM1;CNTN6;GABRB1;HTR2C;RIT2;PPP1R9A;CNTN4;GRIN2B;UNC80;DSCAML1;TENM1;SNAP25;ADAM22;EPHA6;GABRB3;SCN8A;PACRG;NEFM;HTR3A;OPRM1;DSCAM;KIF17;ADGRL3;MME;CYP46A1;CNTN3;SV2C;NR1D1;TMEM108;IGSF9B;SCN1A;TENM3;ANK1;SHTN1;DNER;PNOC;CDK5;ADCY8;SYT11;GLRA1;EPHB1;GABRB2;SHANK1;GABRA2;KCNN2;CLN3;NRCAM;SCN3A;CDK5R2;KCNA2;TENM2;BRINP1;GRIA1;CXADR;CHRM3;LIMK1;SLC6A11;SCN2A;EPHA5;ATXN10;DNM1;ARHGEF7;MAP2;SLC8A2;SYP;MAP1S;MYPN;MYO5A;CAMK2B;MTMR2;CLDN11;GPM6A;BRINP2;NTRK2;CPEB1;SV2B;HOMER1;BBS7;PAK1;ELAVL4;VSTM2L;RPH3A;SLC12A5;HTR4;EMB;CNTN2;MAPT;NEFH;PGRMC1;GRIA2;GRM7;PTPRS;SLC6A2;NRSN1;DCX;GABRA3;GABRA1;ZFYVE27;SPTBN4;FXR2;STMN2;GPER1;CPT1C;PENK;MAP1B;CCK;ATP13A2;RAB3A;PCSK2;AZIN2;CPEB3
prerank,postsynaptic density (GO:0014069),0.4988962355170881,2.1215018151588714,0.0,0.0008018821034494184,0.006,47/135,13.44%,KCND2;MAGI2;GRM5;NLGN1;MPP2;DLG2;LRRC7;PPP1R9A;GRIN2B;CTNND2;TMEM108;SPOCK1;ATP2B2;CDK5;ADCY8;SYT11;GRIN2A;SHANK1;SYNDIG1;ARHGEF9;GRIA1;RPLP0;CACNG8;ADD2;DNM1;SLC8A2;MTMR2;GRM1;NTRK2;HOMER1;NETO1;CACNG3;GRIA2;FXR2;GPER1;CACNG2;USP50;SRGAP2;CACNG4;CDH2;SLC8A3;SLC8A1;KCND1;DLG4;GAP43;SIGMAR1;CACNG5
prerank,postsynaptic density membrane (GO:0098839),0.7433617013973651,2.1164207042207974,0.0,0.0008018821034494184,0.007,14/20,13.44%,GRM5;DLG2;GRIN2B;ATP2B2;GRIN2A;SYNDIG1;CACNG8;GRM1;NETO1;CACNG3;CACNG2;CACNG4;DLG4;CACNG5
prerank,glutamatergic synapse (GO:0098978),0.5504112836507011,2.0824014556394843,0.0,0.0011025878922429505,0.01,22/66,10.45%,PTPRD;LRRC4C;NRG3;IL1RAPL1;NLGN1;PCLO;LRFN5;LRRTM3;IL1RAPL2;ARHGAP39;DLGAP1;CADPS;DLGAP2;ADGRL3;ATP2B2;CDKL5;NPTXR;NPTX2;SLITRK1;SLITRK4;LRFN4;LRRC4B
prerank,focal adhesion (GO:0005925),-0.43526720228442445,-2.0731137383598486,0.0,0.009238497190647574,0.005,156/380,23.71%,FLT1;TNS1;CTNNA1;ITGA6;PGM5;SHROOM4;LPP;SORBS1;ENG;LIMA1;RSU1;ITGB1;THSD1;BSG;SENP1;FERMT2;TSPAN9;PARVB;CAV1;MYH9;DAB2;RAC1;PPFIBP1;ADGRE5;LIMS2;PARVA;LIMS1;ITGBL1;CORO1C;GIT2;SVIL;LAYN;IQGAP1;IRF2;ITGA3;JAK1;RND3;ITGA1;SYNE2;AHNAK;YWHAE;ICAM1;MRC2;ITGB4;EGFR;RPL31;YES1;MSN;ADAM9;LIMD1;RPL9;GNA12;PXN;ITGB5;RPS14;DNM2;LMO7;PTK2;SNTB2;PPFIA1;SNTB1;EZR;PRAG1;TGM2;EPB41L2;MAPK1;HSPG2;PDLIM1;CSRP2;ARHGEF2;DST;YWHAZ;RPL3;RPLP1;FAM107A;RRAS;CSPG4;IGF2R;BCAR1;PVR;CAPN2;ADAM10;MPZL1;FLNA;RPS11;MCAM;PPP1R12A;FBLN7;ILK;FAT1;JAK2;KIF23;LASP1;RHOA;ACTN1;ACTB;SYNPO2;LCP1;ACTN4;CAT;RPL38;FLOT1;PDIA3;CHP1;ITGA4;RHOG;RPL27;RPS16;RPS4X;SPRY4;RPL7A;SORBS3;NUMB;NCKAP1;MAP4K4;FLRT2;ITGA2;IL16;RPL5;ARHGAP22;AFAP1;ANXA1;CTNNB1;TNS2;RPS3;CFL1;TRPV4;TES;PROCR;EPHA2;PTPRC;RRAS2;KRAS;RPL37A;CDC42EP1;PDCD6IP;ITGB3;CAP1;ARMC5;ASAP3;VCL;PDGFRB;PTK2B;RPS7;MISP;FHL1;RPS15;MPRIP;RPS8;PIP5K1A;RPL22;RPL13A;RPL30;GNB2;TLN1;ARL2
prerank,AMPA glutamate receptor complex (GO:0032281),0.7188193887735643,2.0604617273333123,0.0,0.0014255681839100772,0.015,14/20,17.85%,GRIA3;GRIA4;VWC2L;VWC2;GRIA1;CACNG8;CACNG3;GRIA2;CACNG2;CACNG4;DLG4;CACNG5;SHISA9;CNIH2
prerank,GABA-A receptor complex (GO:1902711),0.724025994626576,2.0510739930284756,0.0,0.0015235759965538953,0.018,7/18,9.50%,GABRG3;GABRB1;GABRB3;GABRB2;GABRA2;GABRA3;GABRA1
prerank,cell-substrate junction (GO:0030055),-0.42628799861828726,-2.029711172923075,0.0,0.008661091116232101,0.011,157/387,23.71%,FLT1;TNS1;CTNNA1;ITGA6;PGM5;SHROOM4;LPP;SORBS1;ENG;LIMA1;RSU1;ITGB1;THSD1;BSG;SENP1;FERMT2;TSPAN9;PARVB;CAV1;MYH9;DAB2;RAC1;PPFIBP1;ADGRE5;LIMS2;PARVA;LIMS1;ITGBL1;CORO1C;GIT2;SVIL;LAYN;IQGAP1;IRF2;ITGA3;JAK1;RND3;ITGA1;SYNE2;AHNAK;YWHAE;ICAM1;MRC2;ITGB4;EGFR;RPL31;YES1;MSN;ADAM9;LIMD1;RPL9;GNA12;PXN;ITGB5;RPS14;DNM2;LMO7;PTK2;SNTB2;PPFIA1;SNTB1;EZR;PRAG1;TGM2;EPB41L2;MAPK1;HSPG2;PDLIM1;CSRP2;ARHGEF2;DST;YWHAZ;RPL3;RPLP1;FAM107A;RRAS;CSPG4;IGF2R;BCAR1;PVR;CAPN2;ADAM10;MPZL1;FLNA;RPS11;MCAM;PPP1R12A;FBLN7;ILK;FAT1;JAK2;KIF23;LASP1;RHOA;ACTN1;ACTB;SYNPO2;LCP1;ACTN4;CAT;RPL38;FLOT1;PDIA3;CHP1;ITGA4;RHOG;RPL27;RPS16;RPS4X;SPRY4;RPL7A;SORBS3;NUMB;NCKAP1;MAP4K4;FLRT2;ITGA2;IL16;RPL5;ARHGAP22;AFAP1;ANXA1;CTNNB1;TNS2;RPS3;CFL1;TRPV4;TES;PROCR;EPHA2;PTPRC;RRAS2;KRAS;RPL37A;CDC42EP1;FERMT3;PDCD6IP;ITGB3;CAP1;ARMC5;ASAP3;VCL;PDGFRB;PTK2B;RPS7;MISP;FHL1;RPS15;MPRIP;RPS8;PIP5K1A;RPL22;RPL13A;RPL30;GNB2;TLN1;ARL2
prerank,asymmetric synapse (GO:0032279),0.4752608613052071,2.003571675075668,0.0,0.003207528413797674,0.034,42/128,13.44%,KCND2;MAGI2;NLGN1;MPP2;DLG2;LRRC7;PPP1R9A;GRIN2B;CTNND2;TMEM108;SPOCK1;CDK5;ADCY8;SYT11;GRIN2A;SHANK1;SYNDIG1;ARHGEF9;GRIA1;RPLP0;CACNG8;ADD2;DNM1;SLC8A2;MTMR2;NTRK2;HOMER1;NETO1;GRIA2;GRM7;FXR2;GPER1;USP50;SRGAP2;CDH2;SLC8A3;SLC8A1;KCND1;DLG4;GAP43;SIGMAR1;CACNG5
prerank,cation channel complex (GO:0034703),0.5159798076925547,1.9979310480205674,0.0,0.0031407049051768885,0.037,33/72,19.69%,GRIA3;GRIN2B;UNC80;KCNA6;GRIA4;VWC2L;HTR3A;RYR3;KCNA5;AKAP6;GRIN2A;VWC2;GRIA1;SCN2A;CALM2;CACNG8;RYR2;CACNG3;GRIA2;PKD1L1;CACNG2;CACNG4;DLG4;CACNG5;GRIN3A;MCU;SHISA9;SCNN1A;CNIH2;KCNAB1;PTPA;PDE4D;TRPC1
prerank,integral component of postsynaptic specialization membrane (GO:0099060),0.7570347397723339,1.9880984624011007,0.0,0.0031458451750707955,0.04,9/15,11.60%,LRRC4C;LRFN5;ADAM22;SORCS3;LRRTM2;PTPRS;LRFN4;LRRC4B;CDH2
prerank,dendrite membrane (GO:0032590),0.6193524062085732,1.9466636848874452,0.0,0.005097679086214161,0.072,13/28,16.35%,KCNC2;MPP2;GABRG3;ATP2B2;SGCE;GABRA2;GRIA1;GABRA3;GABRA1;GPER1;GABRE;KCNC4;SHISA9
prerank,integral component of postsynaptic density membrane (GO:0099061),0.7870577476568485,1.8758801685369728,0.0022522522522522522,0.009772938135789788,0.149,7/11,10.45%,LRRC4C;LRFN5;ADAM22;SORCS3;PTPRS;LRFN4;LRRC4B
prerank,intrinsic component of postsynaptic density membrane (GO:0099146),0.7870577476568485,1.8758801685369728,0.0022522522522522522,0.009772938135789788,0.149,7/11,10.45%,LRRC4C;LRFN5;ADAM22;SORCS3;PTPRS;LRFN4;LRRC4B
prerank,catenin complex (GO:0016342),0.5697150194229061,1.875365238046696,0.0022123893805309734,0.009245228957416824,0.149,15/31,11.60%,CDH18;CTNNA2;CDH8;CDH20;CDH9;CDH10;APC2;DCHS1;CDH19;CDH12;CDH7;CDH17;CDH24;CDHR3;CDH2
prerank,ribosome (GO:0005840),-0.5092578592379123,-1.865199220618614,0.0,0.054276170995054496,0.113,35/61,31.12%,EIF3H;RRBP1;RPS21;RPL31;LARP1;RPL9;NCK1;RPS11;RPL38;RPL27;LARP4B;RPS4X;NUFIP2;RPL7A;GCN1;RPS27;RPS3;RPL36A;HSPA14;RPL32;RPS7;RPL13A;MRPL13;RPL36;RPL30;RPS23;RPS17;DHX9;RPL39;RPS26;RPL15;RPL18;RPL19;RPS13;RPL8
prerank,exocytic vesicle membrane (GO:0099501),0.5312586547160276,1.860885400313118,0.0,0.009664789562627202,0.168,17/41,15.65%,SYT1;SYT5;PTPRN2;SYNPR;SV2C;SYNDIG1;SYN1;SYP;SV2B;RPH3A;SYN2;MCTP2;SLC17A6;VAMP1;SYNGR1;UNC13A;BORCS5
prerank,synaptic vesicle membrane (GO:0030672),0.5312586547160276,1.860885400313118,0.0,0.009664789562627202,0.168,17/41,15.65%,SYT1;SYT5;PTPRN2;SYNPR;SV2C;SYNDIG1;SYN1;SYP;SV2B;RPH3A;SYN2;MCTP2;SLC17A6;VAMP1;SYNGR1;UNC13A;BORCS5
prerank,axon (GO:0030424),0.4065430797672702,1.82880440630782,0.0,0.013110772391397992,0.225,61/200,13.41%,CNTNAP2;KIRREL3;KCNC2;CTNNA2;L1CAM;SYT1;PCLO;SYT5;MAP7;CNTN6;CNTN4;UNC80;DSCAML1;ADAM22;SCN8A;NEFM;OPRM1;DSCAM;ADGRL3;MME;TMEM108;SCN1A;SHTN1;CDK5;ADCY8;SYT11;SCN3A;KCNA2;SCN2A;EPHA5;DNM1;SLC8A2;MYPN;MTMR2;CLDN11;NTRK2;PAK1;ELAVL4;VSTM2L;EMB;CNTN2;MAPT;NEFH;GRM7;PTPRS;ZFYVE27;FXR2;GPER1;CPT1C;MAP1B;CCK;RAB3A;AZIN2;SYT4;SLC8A3;SLC8A1;LLGL1;OLFM1;KIF1C;BDNF;ROBO3
prerank,SWI/SNF complex (GO:0016514),-0.6481864281290699,-1.8269267372220688,0.0017793594306049821,0.06495818337174077,0.183,8/19,13.91%,SMARCA2;RB1;BICRA;ARID1B;SMARCC1;SMARCE1;SMARCC2;SMARCD3
prerank,excitatory synapse (GO:0060076),0.6051241371519257,1.8160038886432328,0.004784688995215311,0.014242953551744432,0.254,10/23,12.36%,NLGN1;ADCY8;SYT11;SHANK1;SYNDIG1;NETO1;FGFR2;GRIA2;SLC17A6;DLG4
prerank,GABA-ergic synapse (GO:0098982),0.6492188417683799,1.7819219326491553,0.0021691973969631237,0.019609662347990324,0.339,10/16,19.49%,PCLO;LRFN5;LRRTM2;ATP2B2;MDGA1;SLITRK1;NLGN2;PTPRO;NLGN3;ATP2B1
prerank,dendrite (GO:0030425),0.38127558669493666,1.753661690587752,0.0,0.023847276467800098,0.401,66/251,13.30%,CNTNAP2;KIRREL3;MAGI2;BRINP3;KCNC2;IL1RAPL1;NLGN1;MPP2;GABRG3;KLHL1;CHRM2;ANK3;HTR2C;PPP1R9A;OPRM1;DSCAM;MME;CYP46A1;NR1D1;DNER;PNOC;CDK5;ADCY8;CDKL5;SYT11;SGCE;SHANK1;GABRA2;KCNA2;TENM2;BRINP1;GRIA1;CHRM3;EPHA5;ATXN10;MAP2;SLC8A2;MAP1S;MTMR2;BRINP2;NTRK2;HOMER1;PAK1;ELAVL4;HTR4;MAPT;GRIA2;GRM7;GABRA3;GABRA1;ZFYVE27;FXR2;GPER1;CPT1C;PENK;MAP1B;AZIN2;CPEB3;SLC8A3;HTR1D;SLC8A1;DLG4;KIF1C;BDNF;KNDC1;CLU
prerank,cell-cell junction (GO:0005911),-0.3788762185648083,-1.7423272532312721,0.0,0.1328033971155589,0.374,79/261,14.01%,PARD3B;TJP1;CYTH3;TEK;PTPRM;CTNNA1;JCAD;RAPGEF2;PGM5;SHROOM4;PECAM1;CLDN5;PARD3;SORBS1;USP53;HMCN1;JAM2;GAB1;FERMT2;GJC1;HEG1;ESAM;STXBP6;BAIAP2L1;MPP7;CDH11;PKD2;SHROOM3;BMPR2;LIMS2;LIMS1;ANXA2;F11R;PKP4;PAK2;MAGI3;PLEKHG5;AHNAK;PTPRJ;PDLIM5;LIMD1;AFDN;PXN;RASIP1;DLG1;TRPC4;STX3;TMOD3;VSIG10;PTPRK;CDC42BPA;CDH5;TJP2;RAP1B;PDLIM1;CTNND1;CDH1;SHROOM1;OCLN;PVR;FLNA;SHROOM2;PERP;FAT1;SMAD7;FRMD5;SAV1;NOTCH1;RHOA;ACTN1;MTDH;ACTB;CEACAM1;CCDC85C;NDRG1;FLOT1;PDLIM3;PCDH1;PKN2
prerank,COPII vesicle coat (GO:0030127),-0.6455060143949766,-1.7251293254050324,0.009328358208955223,0.13241845973261523,0.423,10/15,25.90%,SEC31A;SEC24B;SEC24A;SEC24D;KLHL12;SEC13;SEC23B;SEC24C;SAR1A;PEF1
prerank,sodium channel complex (GO:0034706),0.5654380374879586,1.7157946022359485,0.0043859649122807015,0.0318079901034936,0.523,11/24,17.93%,GRIK2;SCN8A;SCN1B;SCN1A;SCN3A;SCN2A;SCN5A;SCN2B;SCNN1A;CACNA1G;CACNA1I
prerank,npBAF complex (GO:0071564),-0.6806266538626388,-1.7099242309074263,0.005357142857142857,0.13742264571088267,0.487,5/11,13.91%,SMARCA2;SMARCC1;SMARCE1;SMARCC2;SMARCD3
prerank,cell projection membrane (GO:0031253),-0.43171155668755984,-1.6995374829202008,0.0,0.13280339711555889,0.533,16/89,6.25%,UTRN;ABCG2;SLC6A6;SHANK3;LIMA1;PODXL;ASAP1;SLC7A5;ITGA3;SYNE2;SMO;CA4;SLC12A2;GNA12;SLC22A5;PALM
prerank,intracellular vesicle (GO:0097708),-0.7030137368369926,-1.693839578495498,0.005385996409335727,0.12433477469079862,0.555,4/11,11.86%,EGFR;ITSN1;PLCG2;ITSN2
prerank,apical junction complex (GO:0043296),-0.42917476916795994,-1.6881803042449937,0.0,0.11848372647005517,0.578,27/88,15.03%,PARD3B;TJP1;CYTH3;RAPGEF2;SHROOM4;CLDN5;PARD3;SORBS1;MPP7;SHROOM3;CLMP;F11R;DLG1;CYTH1;CDH5;TJP2;CDH1;SHROOM1;OCLN;SHROOM2;WNK4;RHOA;MTDH;ACTB;CCDC85C;PKN2;FRMD4B
prerank,polysomal ribosome (GO:0042788),-0.5348095711117281,-1.6733347728264782,0.011320754716981131,0.12891902897858207,0.64,20/29,32.77%,EIF3H;RPS21;RPL31;LARP1;RPL38;LARP4B;NUFIP2;RPL7A;RPL36A;RPL32;RPL36;RPL30;RPS23;DHX9;RPL39;RPS26;RPL18;RPL19;RPL8;RPL41
prerank,voltage-gated sodium channel complex (GO:0001518),0.5997677438904838,1.6721900168110237,0.01072961373390558,0.045995957453858635,0.673,9/17,17.93%,SCN8A;SCN1B;SCN1A;SCN3A;SCN2A;SCN5A;SCN2B;CACNA1G;CACNA1I
